Address State,Application Type,Emp Length,Emp Title,Good vs Bad Loan,Good vs Bad Loan (copy),Grade,Home Ownership,Id,Issue Date,Last Credit Pull Date,Last Payment Date,Loan Status,Member Id,Months,Next Payment Date,Purpose,Sub Grade,Term,Verification Status,Annual Income,AVG DTI Rate,Avg Interest rate,Bad  Loan % ,Bad Loan Amount Received,Bad Loan Application,Bad Loan Funded Amount,Dti,Dynamic Measure,Good Loan %,Good Loan Amount Received,Good Loan Application,Good Loan Funded Amount,Installment,Int Rate,Loan Amount,Total Acc,Total Funded Amount,Total Funded Amount (copy),Total Loan Application,Total Payment,Total Received Amount,default_probability,default_risk
NY,INDIVIDUAL,5 years,"KG&D Architects, PC",Good Loan,Good Loan,1,3,765676,6/11/2021,8/12/2021,8/12/2021,0,966602,6/1/2021 12:00:00 AM,9/12/2021,6,B5,1,Verified,70000.0,0.272599995,0.119900003,0,,0,,0.272599995,1,1,17601.0,1,15600.0,346.940002441,0.119900003,15600,25,15600,15600,1,17601,17601,0.12491534068521803,Low
OR,INDIVIDUAL,10+ years,oregon electric,Good Loan,Good Loan,1,0,765683,5/11/2021,5/16/2021,6/14/2021,0,966610,5/1/2021 12:00:00 AM,7/14/2021,2,B5,0,Not Verified,84000.0,0.189999998,0.119900003,0,,0,,0.189999998,1,1,14346.0,1,12000.0,398.519989014,0.119900003,12000,34,12000,12000,1,14346,14346,0.13950050396908956,Low
FL,INDIVIDUAL,3 years,Okaloosa County School District,Good Loan,Good Loan,0,4,765692,6/11/2021,5/16/2021,6/14/2021,0,966619,6/1/2021 12:00:00 AM,7/14/2021,0,A5,0,Source Verified,45000.0,0.250400007,0.084899999,0,,0,,0.250400007,1,1,10226.0,1,9000.0,284.070007324,0.084899999,9000,18,9000,9000,1,10226,10226,0.10819561084466144,Low
OR,INDIVIDUAL,4 years,T-Mobile Usa,Bad Loan,Bad Loan,3,4,765694,5/11/2021,10/12/2021,6/12/2021,1,966621,5/1/2021 12:00:00 AM,7/12/2021,0,D2,1,Verified,49000.0,0.201800004,0.159899995,1,4865.0,1,15000.0,0.201800004,1,0,,0,,364.700012207,0.159899995,15000,23,15000,15000,1,4865,4865,0.2111248182442592,Low
NY,INDIVIDUAL,4 years,USA United Fleet INC,Good Loan,Good Loan,0,4,765714,6/11/2021,9/12/2021,8/12/2021,0,966641,6/1/2021 12:00:00 AM,9/12/2021,0,A5,0,Verified,27024.0,0.0537,0.084899999,0,,0,,0.0537,1,1,8663.0,1,8000.0,252.509994507,0.084899999,8000,16,8000,8000,1,8663,8663,0.11589136048762087,Low
CA,INDIVIDUAL,5 years,San Bernardino County Fire Department,Good Loan,Good Loan,5,0,765726,5/11/2021,12/14/2021,6/13/2021,0,966659,5/1/2021 12:00:00 AM,7/13/2021,0,F2,1,Verified,95000.0,0.191,0.206200004,0,,0,,0.191,1,1,47352.0,1,35000.0,939.409973145,0.206200004,35000,19,35000,35000,1,47352,47352,0.1802152530105932,Low
AL,INDIVIDUAL,3 years,"EPL, Inc.",Good Loan,Good Loan,0,0,765735,5/11/2021,12/15/2021,6/14/2021,0,966668,5/1/2021 12:00:00 AM,7/14/2021,0,A4,0,Not Verified,183000.0,0.062399998,0.074900001,0,,0,,0.062399998,1,1,1120.0,1,1000.0,31.11000061,0.074900001,1000,27,1000,1000,1,1120,1120,0.1868443769637204,Low
IL,INDIVIDUAL,6 years,,Good Loan,Good Loan,1,3,765751,6/11/2021,3/16/2021,3/16/2021,0,966685,6/1/2021 12:00:00 AM,4/16/2021,6,B5,1,Not Verified,56000.0,0.0484,0.119900003,0,,0,,0.0484,1,1,9334.0,1,7000.0,155.679992676,0.119900003,7000,10,7000,7000,1,9334,9334,0.1796776787719307,Low
CT,INDIVIDUAL,10+ years,sacred heart university,Bad Loan,Bad Loan,1,4,765763,5/11/2021,3/13/2021,10/12/2021,1,966698,5/1/2021 12:00:00 AM,11/12/2021,4,B3,0,Not Verified,37000.0,0.232899994,0.109899998,1,3905.0,1,7000.0,0.232899994,1,0,,0,,229.13999939,0.109899998,7000,13,7000,7000,1,3905,3905,0.13008531708149534,Low
OH,INDIVIDUAL,8 years,Siemans,Good Loan,Good Loan,3,0,765768,5/11/2021,3/16/2021,3/16/2021,0,966703,5/1/2021 12:00:00 AM,4/16/2021,2,D2,1,Verified,50000.0,0.248199999,0.159899995,0,,0,,0.248199999,1,1,23318.0,1,16000.0,389.010009766,0.159899995,16000,24,16000,16000,1,23318,23318,0.2335500280441406,Low
MA,INDIVIDUAL,10+ years,"FENNESSEY PROPETIES, LLC",Good Loan,Good Loan,4,0,765780,6/11/2021,8/11/2021,11/11/2021,0,966718,6/1/2021 12:00:00 AM,12/11/2021,1,E1,1,Source Verified,50220.0,0.125200003,0.179900005,0,,0,,0.125200003,1,1,4294.0,1,4000.0,101.559997559,0.179900005,4000,22,4000,4000,1,4294,4294,0.4118489442170482,High
AL,INDIVIDUAL,2 years,jerry damson honda,Good Loan,Good Loan,1,0,765812,5/11/2021,5/16/2021,12/12/2021,0,966755,5/1/2021 12:00:00 AM,1/12/2022,7,B2,0,Not Verified,95000.0,0.0579,0.105899997,0,,0,,0.0579,1,1,5627.0,1,5000.0,162.729995728,0.105899997,5000,31,5000,5000,1,5627,5627,0.16417786430927647,Low
FL,INDIVIDUAL,2 years,swannee corectional institution,Bad Loan,Bad Loan,3,3,765813,5/11/2021,5/12/2021,12/11/2021,1,966756,5/1/2021 12:00:00 AM,1/11/2022,2,D3,1,Source Verified,40000.0,0.248099998,0.164900005,1,2452.0,1,12250.0,0.248099998,1,0,,0,,301.100006104,0.164900005,12250,32,12250,12250,1,2452,2452,0.23147335635810065,Low
CA,INDIVIDUAL,1 year,Elliott & Elliott roofing,Good Loan,Good Loan,5,0,765850,6/11/2021,5/16/2021,3/15/2021,0,966798,6/1/2021 12:00:00 AM,4/15/2021,0,F2,1,Source Verified,61200.0,0.2333,0.206200004,0,,0,,0.2333,1,1,24530.0,1,20000.0,420.720001221,0.206200004,20000,25,20000,20000,1,24530,24530,0.3019152477944562,Medium
CA,INDIVIDUAL,5 years,Clark Engineering Construction Inc.,Good Loan,Good Loan,3,4,765864,5/11/2021,11/15/2021,6/14/2021,0,966816,5/1/2021 12:00:00 AM,7/14/2021,0,D3,0,Source Verified,44400.0,0.112400003,0.164900005,0,,0,,0.112400003,1,1,19116.0,1,15000.0,531.0,0.164900005,15000,4,15000,15000,1,19116,19116,0.16027608897479337,Low
MA,INDIVIDUAL,3 years,Mass General Medical Group,Good Loan,Good Loan,1,0,765887,5/11/2021,10/15/2021,1/14/2021,0,966848,5/1/2021 12:00:00 AM,2/14/2021,4,B5,1,Verified,65000.0,0.090300001,0.119900003,0,,0,,0.090300001,1,1,26186.0,1,21000.0,467.029998779,0.119900003,21000,29,21000,21000,1,26186,26186,0.12771289359638086,Low
WV,INDIVIDUAL,8 years,"digging&rigging,inc",Good Loan,Good Loan,0,0,765919,7/11/2021,7/14/2021,7/14/2021,0,966872,7/1/2021 12:00:00 AM,8/14/2021,6,A4,0,Not Verified,94700.0,0.079999998,0.074900001,0,,0,,0.079999998,1,1,8957.0,1,8000.0,248.820007324,0.074900001,8000,26,8000,8000,1,8957,8957,0.12216020304978586,Low
CA,INDIVIDUAL,2 years,Hoel Palomar,Good Loan,Good Loan,0,4,765927,12/11/2021,2/16/2021,12/14/2021,0,966880,12/1/2021 12:00:00 AM,1/14/2022,0,A2,0,Source Verified,25000.0,0.118600003,0.066200003,0,,0,,0.118600003,1,1,9285.0,1,8400.0,257.920013428,0.066200003,8400,19,8400,8400,1,9285,9285,0.11316079711751612,Low
GA,INDIVIDUAL,10+ years,RouteMatch Software,Good Loan,Good Loan,0,4,765963,6/11/2021,1/14/2021,11/11/2021,0,966921,6/1/2021 12:00:00 AM,12/11/2021,2,A5,0,Not Verified,73500.0,0.146799996,0.084899999,0,,0,,0.146799996,1,1,18601.0,1,18000.0,568.140014648,0.084899999,18000,44,18000,18000,1,18601,18601,0.07158730915154446,Low
GA,INDIVIDUAL,10+ years,Hewlett Packard,Good Loan,Good Loan,0,0,765968,5/11/2021,2/12/2021,2/12/2021,0,966927,5/1/2021 12:00:00 AM,3/12/2021,2,A1,0,Source Verified,72000.0,0.065300003,0.054200001,0,,0,,0.065300003,1,1,7134.0,1,7000.0,211.119995117,0.054200001,7000,30,7000,7000,1,7134,7134,0.1415559289558655,Low
NY,INDIVIDUAL,< 1 year,SHoP Construction,Good Loan,Good Loan,0,4,765994,6/11/2021,6/14/2021,6/14/2021,0,966956,6/1/2021 12:00:00 AM,7/14/2021,13,A5,0,Not Verified,88000.0,0.059500001,0.084899999,0,,0,,0.059500001,1,1,5681.0,1,5000.0,157.820007324,0.084899999,5000,20,5000,5000,1,5681,5681,0.09233863348266352,Low
NC,INDIVIDUAL,8 years,USMC,Good Loan,Good Loan,3,0,765998,5/11/2021,11/13/2021,3/13/2021,0,966961,5/1/2021 12:00:00 AM,4/13/2021,5,D1,0,Verified,56400.0,0.104900002,0.156200007,0,,0,,0.104900002,1,1,20880.0,1,17300.0,604.979980469,0.156200007,17300,21,17300,17300,1,20880,20880,0.15897096982231296,Low
AL,INDIVIDUAL,< 1 year,DESE Research,Good Loan,Good Loan,1,0,766045,5/11/2021,4/14/2021,1/14/2021,0,967013,5/1/2021 12:00:00 AM,2/14/2021,11,B4,0,Verified,95000.0,0.161599994,0.1149,0,,0,,0.161599994,1,1,17726.0,1,15000.0,494.570007324,0.1149,15000,31,15000,15000,1,17726,17726,0.09791926592407939,Low
NJ,INDIVIDUAL,2 years,senior helpers,Good Loan,Good Loan,2,4,766050,5/11/2021,6/14/2021,6/14/2021,0,967018,5/1/2021 12:00:00 AM,7/14/2021,0,C2,0,Not Verified,65000.0,0.121699996,0.134900004,0,,0,,0.121699996,1,1,14169.0,1,11600.0,393.600006104,0.134900004,11600,43,11600,11600,1,14169,14169,0.14967315163448608,Low
GA,INDIVIDUAL,10+ years,Owen & Williams Fish Farm,Good Loan,Good Loan,0,0,766075,5/11/2021,6/14/2021,6/14/2021,0,967045,5/1/2021 12:00:00 AM,7/14/2021,4,A4,0,Not Verified,52000.0,0.193399996,0.074900001,0,,0,,0.193399996,1,1,6718.0,1,6000.0,186.61000061,0.074900001,6000,22,6000,6000,1,6718,6718,0.1371167370390001,Low
GA,INDIVIDUAL,10+ years,Delta Airlines,Good Loan,Good Loan,0,0,766090,5/11/2021,2/13/2021,2/13/2021,0,967061,5/1/2021 12:00:00 AM,3/13/2021,4,A3,0,Verified,76176.0,0.232999995,0.069899999,0,,0,,0.232999995,1,1,5221.0,1,4800.0,148.190002441,0.069899999,4800,29,4800,4800,1,5221,5221,0.14298843072935807,Low
NJ,INDIVIDUAL,10+ years,Clifford Chance US LLP,Good Loan,Good Loan,1,0,766102,5/11/2021,5/16/2021,6/14/2021,0,967073,5/1/2021 12:00:00 AM,7/14/2021,0,B1,0,Verified,115000.0,0.210800007,0.0999,0,,0,,0.210800007,1,1,5807.0,1,5000.0,161.320007324,0.0999,5000,37,5000,5000,1,5807,5807,0.1912328592218343,Low
CA,INDIVIDUAL,5 years,T.Marzetti,Good Loan,Good Loan,2,4,766104,6/11/2021,7/14/2021,7/14/2021,0,967076,6/1/2021 12:00:00 AM,8/14/2021,11,C1,0,Not Verified,30000.0,0.089599997,0.129899994,0,,0,,0.089599997,1,1,10919.0,1,9000.0,303.209991455,0.129899994,9000,22,9000,9000,1,10919,10919,0.12538636875909454,Low
CA,INDIVIDUAL,7 years,Inland Erosion Control,Good Loan,Good Loan,3,4,766106,5/11/2021,5/16/2021,8/13/2021,0,967078,5/1/2021 12:00:00 AM,9/13/2021,7,D3,0,Verified,65000.0,0.204899997,0.164900005,0,,0,,0.204899997,1,1,7495.0,1,6000.0,212.399993896,0.164900005,6000,11,6000,6000,1,7495,7495,0.18685001470258336,Low
MD,INDIVIDUAL,10+ years,U.S. Department of Justice,Bad Loan,Bad Loan,2,0,766128,5/11/2021,9/12/2021,6/12/2021,1,967105,5/1/2021 12:00:00 AM,7/12/2021,9,C1,1,Verified,100904.0,0.079000004,0.129899994,1,13886.0,1,25000.0,0.079000004,1,0,,0,,568.700012207,0.129899994,25000,9,25000,25000,1,13886,13886,0.11762127590278061,Low
MD,INDIVIDUAL,5 years,Kaiser Permanente,Good Loan,Good Loan,4,4,766131,5/11/2021,5/16/2021,11/15/2021,0,967108,5/1/2021 12:00:00 AM,12/15/2021,0,E5,1,Verified,60000.0,0.181199998,0.196899995,0,,0,,0.181199998,1,1,23361.0,1,14900.0,392.200012207,0.196899995,14900,17,14900,14900,1,23361,23361,0.2541651250772796,Medium
KS,INDIVIDUAL,10+ years,NPC International,Good Loan,Good Loan,1,0,766148,5/11/2021,8/12/2021,8/12/2021,0,967128,5/1/2021 12:00:00 AM,9/12/2021,0,B3,1,Not Verified,112008.0,0.140799999,0.109899998,0,,0,,0.140799999,1,1,16090.0,1,14400.0,313.019989014,0.109899998,14400,39,14400,14400,1,16090,16090,0.18123321287531513,Low
CA,INDIVIDUAL,10+ years,DENT FIX EQUIPMENT,Good Loan,Good Loan,4,0,766151,6/11/2021,6/14/2021,6/14/2021,0,967132,6/1/2021 12:00:00 AM,7/14/2021,0,E1,0,Source Verified,85000.0,0.063500002,0.179900005,0,,0,,0.063500002,1,1,4680.0,1,3600.0,130.13999939,0.179900005,3600,16,3600,3600,1,4680,4680,0.3429505089718367,Medium
OH,INDIVIDUAL,8 years,"Owens Illinois, Inc.",Good Loan,Good Loan,1,4,766154,5/11/2021,5/16/2021,4/16/2021,0,967137,5/1/2021 12:00:00 AM,5/16/2021,1,B3,1,Not Verified,70800.0,0.0605,0.109899998,0,,0,,0.0605,1,1,5216.0,1,4000.0,86.949996948,0.109899998,4000,26,4000,4000,1,5216,5216,0.21521106247140406,Low
NY,INDIVIDUAL,9 years,Children's Aid Society,Good Loan,Good Loan,0,3,766159,5/11/2021,6/14/2021,6/14/2021,0,967142,5/1/2021 12:00:00 AM,7/14/2021,4,A3,0,Not Verified,68000.0,0.132200003,0.069899999,0,,0,,0.132200003,1,1,5557.0,1,5000.0,154.369995117,0.069899999,5000,23,5000,5000,1,5557,5557,0.12286684745517387,Low
AL,INDIVIDUAL,10+ years,ALABAMA ARMY NATIONAL GUARD,Good Loan,Good Loan,0,3,766191,5/11/2021,12/11/2021,12/11/2021,0,967176,5/1/2021 12:00:00 AM,1/11/2022,2,A4,0,Source Verified,72000.0,0.199000001,0.074900001,0,,0,,0.199000001,1,1,9316.0,1,9000.0,279.920013428,0.074900001,9000,18,9000,9000,1,9316,9316,0.1091714690971507,Low
CA,INDIVIDUAL,< 1 year,,Good Loan,Good Loan,4,4,766212,5/11/2021,6/14/2021,6/14/2021,0,967196,5/1/2021 12:00:00 AM,7/14/2021,6,E4,0,Not Verified,30000.0,0.163599998,0.192900002,0,,0,,0.163599998,1,1,13249.0,1,10000.0,368.029998779,0.192900002,10000,6,10000,10000,1,13249,13249,0.20074418475840924,Low
MD,INDIVIDUAL,8 years,amewas inc,Good Loan,Good Loan,5,0,766245,6/11/2021,10/14/2021,10/14/2021,0,967234,6/1/2021 12:00:00 AM,11/14/2021,0,F3,1,Verified,58000.0,0.194700003,0.209900007,0,,0,,0.194700003,1,1,19956.0,1,13000.0,351.630004883,0.209900007,13000,20,13000,13000,1,19956,19956,0.3744147319659215,Medium
OH,INDIVIDUAL,< 1 year,TGI Fridays,Bad Loan,Bad Loan,1,3,766293,5/11/2021,3/12/2021,10/11/2021,1,967285,5/1/2021 12:00:00 AM,11/11/2021,7,B3,0,Not Verified,25000.0,0.076800004,0.109899998,1,2402.0,1,5000.0,0.076800004,1,0,,0,,163.669998169,0.109899998,5000,19,5000,5000,1,2402,2402,0.14028034110260038,Low
WA,INDIVIDUAL,1 year,Bloom Consulting,Good Loan,Good Loan,0,0,766354,6/11/2021,7/15/2021,10/12/2021,0,967351,6/1/2021 12:00:00 AM,11/12/2021,4,A1,0,Not Verified,100000.0,0.075400002,0.054200001,0,,0,,0.075400002,1,1,12664.0,1,12000.0,361.920013428,0.054200001,12000,18,12000,12000,1,12664,12664,0.10989732807724288,Low
PA,INDIVIDUAL,5 years,Siemens,Good Loan,Good Loan,0,0,766373,5/11/2021,3/14/2021,3/14/2021,0,967374,5/1/2021 12:00:00 AM,4/14/2021,2,A4,0,Verified,70000.0,0.0317,0.074900001,0,,0,,0.0317,1,1,15659.0,1,14000.0,435.429992676,0.074900001,14000,46,14000,14000,1,15659,15659,0.10736297331936619,Low
NY,INDIVIDUAL,< 1 year,Post Millennium,Good Loan,Good Loan,0,4,766379,6/11/2021,10/15/2021,6/14/2021,0,967381,6/1/2021 12:00:00 AM,7/14/2021,6,A1,0,Source Verified,24000.0,0.061999999,0.054200001,0,,0,,0.061999999,1,1,5212.0,1,4800.0,144.770004272,0.054200001,4800,12,4800,4800,1,5212,5212,0.11263001763327801,Low
CA,INDIVIDUAL,3 years,Modesto City Schools,Good Loan,Good Loan,2,0,766382,5/11/2021,9/11/2021,9/11/2021,0,967384,5/1/2021 12:00:00 AM,10/11/2021,6,C1,1,Verified,76000.0,0.146699995,0.129899994,0,,0,,0.146699995,1,1,22422.0,1,21725.0,494.200012207,0.129899994,21725,26,21725,21725,1,22422,22422,0.14343677161215365,Low
TX,INDIVIDUAL,10+ years,Raytheon,Good Loan,Good Loan,1,0,766400,5/11/2021,7/14/2021,6/13/2021,0,967403,5/1/2021 12:00:00 AM,7/13/2021,8,B1,0,Verified,87000.0,0.203199998,0.0999,0,,0,,0.203199998,1,1,11397.0,1,10000.0,322.630004883,0.0999,10000,20,10000,10000,1,11397,11397,0.12918603760360417,Low
AL,INDIVIDUAL,2 years,"Parnell & Crum, P.A.",Good Loan,Good Loan,1,4,766419,5/11/2021,3/14/2021,3/14/2021,0,967423,5/1/2021 12:00:00 AM,4/14/2021,0,B1,0,Source Verified,26280.0,0.232899994,0.0999,0,,0,,0.232899994,1,1,4639.0,1,4000.0,129.050003052,0.0999,4000,26,4000,4000,1,4639,4639,0.16208887372874164,Low
MI,INDIVIDUAL,10+ years,,Good Loan,Good Loan,0,0,766483,6/11/2021,12/12/2021,11/11/2021,0,967494,6/1/2021 12:00:00 AM,12/11/2021,0,A2,0,Not Verified,65000.0,0.120899998,0.059900001,0,,0,,0.120899998,1,1,7166.0,1,7000.0,212.929992676,0.059900001,7000,42,7000,7000,1,7166,7166,0.147784931343772,Low
MN,INDIVIDUAL,4 years,MAP,Good Loan,Good Loan,1,3,766503,5/11/2021,4/15/2021,4/12/2021,0,967514,5/1/2021 12:00:00 AM,5/12/2021,0,B3,0,Verified,71000.0,0.233500004,0.109899998,0,,0,,0.233500004,1,1,15130.0,1,14000.0,458.279998779,0.109899998,14000,28,14000,14000,1,15130,15130,0.11518593573706887,Low
CA,INDIVIDUAL,< 1 year,Pario Solutions,Good Loan,Good Loan,6,4,766532,6/11/2021,4/16/2021,9/12/2021,0,923180,6/1/2021 12:00:00 AM,10/12/2021,0,G1,1,Source Verified,120000.0,0.083800003,0.201100007,0,,0,,0.083800003,1,1,31622.0,1,34800.0,681.140014648,0.201100007,34800,12,34800,34800,1,31622,31622,0.18341358724449147,Low
TX,INDIVIDUAL,7 years,Citibank,Bad Loan,Bad Loan,4,4,766593,5/11/2021,6/13/2021,1/13/2021,1,967609,5/1/2021 12:00:00 AM,2/13/2021,0,E1,1,Verified,57600.0,0.144400001,0.179900005,1,20064.0,1,30000.0,0.144400001,1,0,,0,,761.640014648,0.179900005,30000,12,30000,30000,1,20064,20064,0.14716279067001595,Low
SC,INDIVIDUAL,5 years,Medquest Associates,Bad Loan,Bad Loan,2,0,766608,5/11/2021,2/16/2021,10/14/2021,1,967624,5/1/2021 12:00:00 AM,11/14/2021,11,C4,1,Source Verified,87240.0,0.109899998,0.1479,1,16144.0,1,16000.0,0.109899998,1,0,,0,,378.880004883,0.1479,16000,23,16000,16000,1,16144,16144,0.1582055965163906,Low
CA,INDIVIDUAL,10+ years,San Francisco Police Department,Good Loan,Good Loan,2,0,766616,5/11/2021,1/16/2021,1/16/2021,0,967634,5/1/2021 12:00:00 AM,2/16/2021,2,C2,1,Verified,126000.0,0.130799994,0.134900004,0,,0,,0.130799994,1,1,48189.0,1,35000.0,805.16998291,0.134900004,35000,34,35000,35000,1,48189,48189,0.09362949110302288,Low
VA,INDIVIDUAL,6 years,US Army,Good Loan,Good Loan,1,4,766639,5/11/2021,5/16/2021,11/11/2021,0,967657,5/1/2021 12:00:00 AM,12/11/2021,8,B3,0,Source Verified,52800.0,0.0836,0.109899998,0,,0,,0.0836,1,1,3131.0,1,3000.0,98.209999084,0.109899998,3000,20,3000,3000,1,3131,3131,0.14020923676927213,Low
MA,INDIVIDUAL,3 years,Boston Lobster Company,Good Loan,Good Loan,1,0,766668,5/11/2021,7/15/2021,5/15/2021,0,967687,5/1/2021 12:00:00 AM,6/15/2021,4,B2,1,Verified,97500.0,0.104900002,0.105899997,0,,0,,0.104900002,1,1,28109.0,1,22000.0,473.850006104,0.105899997,22000,16,22000,22000,1,28109,28109,0.12261253556104769,Low
FL,INDIVIDUAL,10+ years,Marriott International,Good Loan,Good Loan,4,0,766671,6/11/2021,3/12/2021,3/12/2021,0,933543,6/1/2021 12:00:00 AM,4/12/2021,0,E5,1,Source Verified,146000.0,0.099600002,0.178800002,0,,0,,0.099600002,1,1,28490.0,1,35000.0,639.539978027,0.178800002,35000,31,35000,35000,1,28490,28490,0.14997706892232374,Low
AZ,INDIVIDUAL,5 years,amsa 96,Good Loan,Good Loan,3,0,766739,5/11/2021,12/15/2021,6/14/2021,0,967764,5/1/2021 12:00:00 AM,7/14/2021,13,D3,0,Verified,86000.0,0.051899999,0.164900005,0,,0,,0.051899999,1,1,19116.0,1,15000.0,531.0,0.164900005,15000,31,15000,15000,1,19116,19116,0.1427176152012924,Low
VA,INDIVIDUAL,2 years,Capital one,Good Loan,Good Loan,3,3,766765,5/11/2021,6/12/2021,6/12/2021,0,967790,5/1/2021 12:00:00 AM,7/12/2021,7,D4,0,Verified,35000.0,0.181400001,0.168899998,0,,0,,0.181400001,1,1,14423.0,1,13250.0,471.679992676,0.168899998,13250,25,13250,13250,1,14423,14423,0.1497092530401668,Low
OH,INDIVIDUAL,2 years,Regency Hospital,Good Loan,Good Loan,1,0,766772,5/11/2021,3/16/2021,7/14/2021,0,967796,5/1/2021 12:00:00 AM,8/14/2021,0,B1,0,Verified,63000.0,0.176200002,0.0999,0,,0,,0.176200002,1,1,23240.0,1,20000.0,645.25,0.0999,20000,31,20000,20000,1,23240,23240,0.10717189081517885,Low
CA,INDIVIDUAL,10+ years,Erika Brunson Design,Good Loan,Good Loan,2,4,766781,5/11/2021,9/11/2021,9/11/2021,0,967806,5/1/2021 12:00:00 AM,10/11/2021,0,C1,1,Source Verified,52600.0,0.123199999,0.129899994,0,,0,,0.123199999,1,1,16992.0,1,16800.0,382.170013428,0.129899994,16800,13,16800,16800,1,16992,16992,0.16494378225484296,Low
MA,INDIVIDUAL,< 1 year,Engineering and Computer Simulations,Good Loan,Good Loan,0,4,766784,6/11/2021,5/16/2021,6/14/2021,0,967809,6/1/2021 12:00:00 AM,7/14/2021,9,A4,0,Not Verified,78204.0,0.1329,0.074900001,0,,0,,0.1329,1,1,11197.0,1,10000.0,311.019989014,0.074900001,10000,15,10000,10000,1,11197,11197,0.08283822248137862,Low
CO,INDIVIDUAL,1 year,pantusos,Good Loan,Good Loan,0,4,766808,6/11/2021,5/16/2021,5/16/2021,0,967834,6/1/2021 12:00:00 AM,6/16/2021,6,A5,1,Source Verified,28800.0,0.019200001,0.084899999,0,,0,,0.019200001,1,1,6037.0,1,5000.0,102.559997559,0.084899999,5000,16,5000,5000,1,6037,6037,0.15221920853861673,Low
AZ,INDIVIDUAL,< 1 year,PFI tech,Good Loan,Good Loan,1,4,766828,5/11/2021,4/16/2021,2/14/2021,0,967857,5/1/2021 12:00:00 AM,3/14/2021,0,B4,1,Not Verified,35364.0,0.199499995,0.1149,0,,0,,0.199499995,1,1,13035.0,1,10500.0,230.869995117,0.1149,10500,38,10500,10500,1,13035,13035,0.17036940716494492,Low
FL,INDIVIDUAL,5 years,Schulte Hospitality Group,Good Loan,Good Loan,3,0,766861,5/11/2021,6/14/2021,6/14/2021,0,967893,5/1/2021 12:00:00 AM,7/14/2021,4,D1,0,Not Verified,73000.0,0.082199998,0.156200007,0,,0,,0.082199998,1,1,7553.0,1,6000.0,209.820007324,0.156200007,6000,27,6000,6000,1,7553,7553,0.24650122876716685,Low
GA,INDIVIDUAL,10+ years,International PAPER,Good Loan,Good Loan,1,0,766881,5/11/2021,6/14/2021,6/14/2021,0,967913,5/1/2021 12:00:00 AM,7/14/2021,6,B2,0,Not Verified,32400.0,0.0911,0.105899997,0,,0,,0.0911,1,1,7615.0,1,6500.0,211.550003052,0.105899997,6500,20,6500,6500,1,7615,7615,0.15825815695852272,Low
FL,INDIVIDUAL,< 1 year,Florida Hospital HeartLand Division,Good Loan,Good Loan,1,0,766890,5/11/2021,2/16/2021,2/14/2021,0,967922,5/1/2021 12:00:00 AM,3/14/2021,0,B5,0,Not Verified,40800.0,0.221799999,0.119900003,0,,0,,0.221799999,1,1,9499.0,1,8000.0,265.679992676,0.119900003,8000,24,8000,8000,1,9499,9499,0.1704521319612311,Low
SC,INDIVIDUAL,5 years,Jacobs Engineering,Good Loan,Good Loan,4,3,766902,6/11/2021,10/14/2021,10/14/2021,0,967934,6/1/2021 12:00:00 AM,11/14/2021,9,E5,1,Verified,75500.0,0.179299995,0.196899995,0,,0,,0.179299995,1,1,26225.0,1,17500.0,460.630004883,0.196899995,17500,11,17500,17500,1,26225,26225,0.19726315033421024,Low
KY,INDIVIDUAL,< 1 year,Whittaker Gun's,Good Loan,Good Loan,1,4,766911,5/11/2021,5/16/2021,6/14/2021,0,967943,5/1/2021 12:00:00 AM,7/14/2021,0,B2,0,Source Verified,22800.0,0.120499998,0.105899997,0,,0,,0.120499998,1,1,5946.0,1,5075.0,165.169998169,0.105899997,5075,13,5075,5075,1,5946,5946,0.157871253194228,Low
TX,INDIVIDUAL,7 years,Clay County,Good Loan,Good Loan,0,3,766947,6/11/2021,5/15/2021,6/14/2021,0,967979,6/1/2021 12:00:00 AM,7/14/2021,6,A5,0,Not Verified,50000.0,0.132499993,0.084899999,0,,0,,0.132499993,1,1,13635.0,1,12000.0,378.760009766,0.084899999,12000,36,12000,12000,1,13635,13635,0.08739099874931093,Low
GA,INDIVIDUAL,1 year,DOL Maint Div,Good Loan,Good Loan,1,0,766950,5/11/2021,5/16/2021,5/16/2021,0,967982,5/1/2021 12:00:00 AM,6/16/2021,1,B3,1,Verified,68400.0,0.255600005,0.109899998,0,,0,,0.255600005,1,1,6399.0,1,5000.0,108.690002441,0.109899998,5000,38,5000,5000,1,6399,6399,0.24449843548453118,Low
CA,INDIVIDUAL,6 years,Banning Unified School District,Good Loan,Good Loan,1,0,766961,6/11/2021,6/14/2021,6/14/2021,0,967994,6/1/2021 12:00:00 AM,7/14/2021,0,B1,0,Source Verified,112689.0,0.042300001,0.0999,0,,0,,0.042300001,1,1,27875.0,1,24000.0,774.299987793,0.0999,24000,37,24000,24000,1,27875,27875,0.09274395117406126,Low
NH,INDIVIDUAL,6 years,D&D Cabinets,Good Loan,Good Loan,0,4,766964,5/11/2021,5/16/2021,6/13/2021,0,967996,5/1/2021 12:00:00 AM,7/13/2021,0,A3,0,Not Verified,32000.0,0.180399999,0.069899999,0,,0,,0.180399999,1,1,10978.0,1,10000.0,308.730010986,0.069899999,10000,15,10000,10000,1,10978,10978,0.10507043715855245,Low
